Symbol,Name,Sector,Industry
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Technology,Industrial Machinery/Components
SMXT,Solarmax Technology Inc. Common Stock,Consumer Discretionary,Engineering & Construction
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Technology,Industrial Machinery/Components
SN,SharkNinja Inc. Ordinary Shares,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Snap-On Incorporated Common Stock,Consumer Discretionary,Industrial Machinery/Components
SNAL,Snail Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
SNAP,Snap Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
SNBR,Sleep Number Corporation Common Stock,Consumer Discretionary,Home Furnishings
SNCR,Synchronoss Technologies Inc. Common Stock,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,Sonida Senior Living Inc. Common Stock,Health Care,Hospital/Nursing Management
SNDK,Sandisk Corporation Common Stock,Technology,Electronic Components
SNDL,SNDL Inc. Common Shares,Health Care, Medicinal Chemicals and Botanical Products 
SNDR,Schneider National Inc. Common Stock,Industrials,Trucking Freight/Courier Services
SNDX,Syndax Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,SenesTech Inc. Common Stock,Industrials,Agricultural Chemicals
SNEX,StoneX Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A Common Stock,Finance,Finance: Consumer Services
SNGX,Soligenix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SNN,Smith & Nephew SNATS Inc. Common Stock,Health Care,Industrial Specialties
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SNOW,Snowflake Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SNPS,Synopsys Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SNSE,Sensei Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SNT,Senstar Technologies Corporation Common Shares,Telecommunications,Telecommunications Equipment
SNTG,Sentage Holdings Inc. Class A Ordinary Shares,Finance,Finance: Consumer Services
SNTI,Senti Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNV,Synovus Financial Corp. Common Stock,Finance,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,,
SNWV,SANUWAVE Health Inc. Common Stock,Health Care,Medical/Dental Instruments
SNX,TD SYNNEX Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
SNY,Sanofi ADS,Health Care,Biotechnology: Pharmaceutical Preparations
SNYR,Synergy CHC Corp. Common Stock,Health Care,Other Pharmaceuticals
SO,Southern Company (The) Common Stock,Utilities,Electric Utilities: Central
SOAR,Volato Group Inc. Class A Common Stock,Consumer Discretionary,Transportation Services
SOBO,South Bow Corporation Common Shares,Energy,Natural Gas Distribution
SOBR,SOBR Safe Inc. Common Stock,Consumer Discretionary,Newspapers/Magazines
SOC,Sable Offshore Corp. Common Stock,Energy,Oil & Gas Production
SOCAU,Solarius Capital Acquisition Corp. Units,Finance,Blank Checks
SOFI,SoFi Technologies Inc. Common Stock  ,Finance,Finance: Consumer Services
SOGP,Sound Group Inc. American Depositary Shares,Technology,Computer Software: Programming Data Processing
SOHO,Sotherly Hotels Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,Technology,EDP Services
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,Utilities,Electric Utilities: Central
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,Utilities,Electric Utilities: Central
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,Basic Materials,Metal Mining
SOJF,Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15 2085,Basic Materials,Metal Mining
SOL,Emeren Group Ltd American Depositary Shares each representing 10 shares,Technology,Semiconductors
SOLV,Solventum Corporation Common Stock,Health Care,Medical/Dental Instruments
SON,Sonoco Products Company Common Stock,Consumer Discretionary,Containers/Packaging
SOND,Sonder Holdings Inc. Class A Common Stock,Consumer Discretionary,Hotels/Resorts
SONDW,Sonder Holdings Inc. Warrants,Consumer Discretionary,Hotels/Resorts
SONM,Sonim Technologies Inc. Common Stock,Utilities,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SONO,Sonos Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
SONY,Sony Group Corporation American Depositary Shares ,Consumer Staples,Consumer Electronics/Appliances
SOPA,Society Pass Incorporated Common Stock,Real Estate,Real Estate
SOPH,SOPHiA GENETICS SA Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOR,Source Capital Inc. Cmn Shs of BI,Finance,Investment Managers
SORA,AsiaStrategy Ordinary Shares,Industrials,Other Specialty Stores
SOS,SOS Limited American Depositary Shares one hundred and fifty (150) Class A Ordinary Shares,Finance,Finance: Consumer Services
SOTK,Sono-Tek Corporation Common Stock,Technology,Industrial Machinery/Components
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,Consumer Discretionary,Publishing
SOUN,SoundHound AI Inc Class A Common Stock,Technology,Computer Software: Prepackaged Software
SOUNW,SoundHound AI Inc. Warrant,Technology,Computer Software: Prepackaged Software
SOWG,Sow Good Inc. Common Stock,Consumer Staples,Packaged Foods
SPAI,Safe Pro Group Inc. Common Stock,Health Care,Industrial Specialties
SPB,Spectrum Brands Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
SPCB,SuperCom Ltd. Ordinary Shares (Israel),Technology,Semiconductors
SPCE,Virgin Galactic Holdings Inc. Common Stock,Consumer Discretionary,Transportation Services
SPE,Special Opportunities Fund Inc Common Stock,Finance,Finance/Investors Services
SPE^C,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,,
SPEGU,Silver Pegasus Acquisition Corp Unit,,
SPFI,South Plains Financial Inc. Common Stock,Finance,Major Banks
SPG,Simon Property Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,,
SPGI,S&P Global Inc. Common Stock,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P. Common Stock,Consumer Discretionary,Other Specialty Stores
SPHL,Springview Holdings Ltd Class A Ordinary Shares,Consumer Discretionary,Homebuilding
SPHR,Sphere Entertainment Co. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Spire Global Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,,
SPKLW,Spark I Acquisition Corp. Warrant,,
SPMA,Sound Point Meridian Capital Inc. 8.00% Series A Preferred Shares Due 2029,,
SPMC,Sound Point Meridian Capital Inc. Common Stock,,
SPME,Sound Point Meridian Capital Inc. 7.875% Series B Preferred Shares due 2030,,
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Technology,Computer Software: Prepackaged Software
SPNT,SiriusPoint Ltd. Common Shares,Finance,Property-Casualty Insurers
SPNT^B,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,,
SPOK,Spok Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment
SPOT,Spotify Technology S.A. Ordinary Shares,Consumer Discretionary,Broadcasting
SPPL,SIMPPLE LTD. Ordinary Shares,Consumer Discretionary,Diversified Commercial Services
SPR,Spirit Aerosystems Holdings Inc. Common Stock,Industrials,Military/Government/Technical
SPRC,SciSparc Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
SPRO,Spero Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SPRU,Spruce Power Holding Corporation Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
SPRY,ARS Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SPT,Sprout Social Inc Class A Common Stock,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company Common Stock,Consumer Discretionary,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
SPWR,Complete Solaria Inc. Common Stock,Technology,Semiconductors
SPWRW,Complete Solaria Inc. Warrants,Technology,Semiconductors
SPXC,SPX Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Finance,Trusts Except Educational Religious and Charitable
SQFT,Presidio Property Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Real Estate,Real Estate Investment Trusts
SQM,Sociedad Quimica y Minera S.A. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Sequans Communications S.A. American Depositary Shares (each representing ten (10) Ordinary Shares),Technology,Semiconductors
SR,Spire Inc. Common Stock,Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,,
SRAD,Sportradar Group AG Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing
SRBK,SR Bancorp Inc. Common stock,Finance,Banks
SRCE,1st Source Corporation Common Stock,Finance,Major Banks
SRDX,Surmodics Inc. Common Stock,Health Care,Medical/Dental Instruments
SRE,DBA Sempra Common Stock,Utilities,Natural Gas Distribution
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Utilities,Natural Gas Distribution
SRFM,Surf Air Mobility Inc. Common Stock,Consumer Discretionary,Transportation Services
SRG,Seritage Growth Properties Class A Common Stock,Finance,Real Estate
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,
SRI,Stoneridge Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Finance,Commercial Banks
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Scholar Rock Holding Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTS,Sensus Healthcare Inc. Common Stock,Health Care,Medical/Dental Instruments
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,Finance,Finance Companies
SRXH,SRX Health Solutions Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
SRZN,Surrozen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRZNW,Surrozen Inc. Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SSB,SouthState Corporation Common Stock,Finance,Major Banks
SSBI,Summit State Bank Common Stock,Finance,Major Banks
SSD,Simpson Manufacturing Company Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
SSEAU,Starry Sea Acquisition Corp Unit,,
SSII,SS Innovations International Inc. Common Stock,Health Care,Medical/Dental Instruments
SSKN,Strata Skin Sciences Inc. Common Stock,Health Care,Medical/Dental Instruments
SSL,Sasol Ltd. American Depositary Shares,Energy,Oil & Gas Production
SSNC,SS&C Technologies Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SSP,E.W. Scripps Company (The) Class A Common Stock,Industrials,Broadcasting
SSRM,SSR Mining Inc. Common Stock,Industrials,Precious Metals
SSSS,SuRo Capital Corp. Common Stock,Finance,Finance: Consumer Services
SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,Finance,Finance: Consumer Services
SST,System1 Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
SSTI,SoundThinking Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SSTK,Shutterstock Inc. Common Stock,Technology,EDP Services
SSYS,Stratasys Ltd. Ordinary Shares (Israel),Technology,Computer peripheral equipment
ST,Sensata Technologies Holding plc Ordinary Shares,Industrials,Industrial Machinery/Components
STAA,STAAR Surgical Company Common Stock,Health Care,Ophthalmic Goods
STAG,Stag Industrial Inc. Common Stock,Real Estate,Real Estate Investment Trusts
STAI,ScanTech AI Systems Inc. Common stock,Industrials,Electrical Products
STAK,STAK Inc. Class A Ordinary Shares,Consumer Discretionary,Oil and Gas Field Machinery
STBA,S&T Bancorp Inc. Common Stock,Finance,Major Banks
STC,Stewart Information Services Corporation Common Stock,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,Health Care,Industrial Specialties
STEC,Santech Holdings Limited American Depositary Shares,Finance,Investment Managers
STEL,Stellar Bancorp Inc. Common Stock,Finance,Major Banks
STEM,Stem Inc. Class A Common Stock,Miscellaneous,Industrial Machinery/Components
STEP,StepStone Group Inc. Class A Common Stock,Finance,Investment Managers
STEW,SRH Total Return Fund Inc. Common Stock,Finance,Investment Managers
STFS,Star Fashion Culture Holdings Limited Class A Ordinary Shares,Consumer Discretionary,Advertising
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,Real Estate,Other Consumer Services
STGW,Stagwell Inc. Class A Common Stock,Consumer Discretionary,Advertising
STHO,Star Holdings Shares of Beneficial Interest,Real Estate,Real Estate
STI,Solidion Technology Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
STIM,Neuronetics Inc. Common Stock,Health Care,Medical/Dental Instruments
STK,Columbia Seligman Premium Technology Growth Fund Inc,Finance,Investment Managers
STKH,Steakholder Foods Ltd. American Depositary Shares,Consumer Staples,Packaged Foods
STKL,SunOpta Inc. Common Stock,Industrials,Farming/Seeds/Milling
STKS,The ONE Group Hospitality Inc. Common Stock,Consumer Discretionary,Restaurants
STLA,Stellantis N.V. Common Shares,Industrials,Auto Manufacturing
STLD,Steel Dynamics Inc.,Industrials,Steel/Iron Ore
STM,STMicroelectronics N.V. Common Stock,Technology,Semiconductors
STN,Stantec Inc Common Stock,Consumer Discretionary,Military/Government/Technical
STNE,StoneCo Ltd. Class A Common Shares,Technology,EDP Services
STNG,Scorpio Tankers Inc. Common Shares,Consumer Discretionary,Marine Transportation
STOK,Stoke Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,Strategic Education Inc. Common Stock,Real Estate,Other Consumer Services
STRC,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,Technology,Computer Software: Prepackaged Software
STRD,Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock,Technology,Computer Software: Prepackaged Software
STRF,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,Technology,Computer Software: Prepackaged Software
STRK,Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock,Technology,Computer Software: Prepackaged Software
STRL,Sterling Infrastructure Inc. Common Stock,Industrials,Military/Government/Technical
STRO,Sutro Biopharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRS,Stratus Properties Inc. Common Stock,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
STRZ,Starz Entertainment Corp. Common Shares,Consumer Discretionary,Movies/Entertainment
STSS,Sharps Technology Inc. Common Stock,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,Finance,Finance: Consumer Services
STT,State Street Corporation Common Stock,Finance,Major Banks
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,,
STTK,Shattuck Labs Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,Health Care,Medical/Dental Instruments
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Real Estate,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Energy,Integrated oil Companies
SUGP,SU Group Holdings Limited Ordinary Shares,Consumer Discretionary,Diversified Commercial Services
SUI,Sun Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SUN,Sunoco LP Common Units representing limited partner interests,Energy,Integrated oil Companies
SUNE,SUNation Energy Inc. Common Stock,Utilities,Telecommunications Equipment
SUNS,Sunrise Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SUPN,Supernus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Finance,Commercial Banks
SUPX,Super X AI Technology Limited Ordinary Shares,,
SURG,SurgePays Inc. Common Stock,Consumer Discretionary,Advertising
SUUN,PowerBank Corporation Common Stock,Utilities,Power Generation
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Materials,Paper
SVC,Service Properties Trust Common Stock,Real Estate,Real Estate Investment Trusts
SVCC,Stellar V Capital Corp. Class A Ordinary Shares,,
SVCCU,Stellar V Capital Corp. Unit,Finance,Blank Checks
SVCCW,Stellar V Capital Corp. Warrant,Finance,Blank Checks
SVCO,Silvaco Group Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,,
SVIIU,Spring Valley Acquisition Corp. II Unit,Finance,Blank Checks
SVIIW,Spring Valley Acquisition Corp. II Warrant,Finance,Blank Checks
SVM,Silvercorp Metals Inc. Common Shares,Basic Materials,Precious Metals
SVRA,Savara Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,Technology,EDP Services
SVREW,SaverOne 2014 Ltd. Warrant,Technology,EDP Services
SVV,Savers Value Village Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
SW,Smurfit WestRock plc Ordinary Shares,Consumer Discretionary,Containers/Packaging
SWAG,Stran & Company Inc. Common Stock,Consumer Discretionary,Advertising
SWAGW,Stran & Company Inc. Warrant,Consumer Discretionary,Advertising
SWBI,Smith & Wesson Brands Inc. Common Stock,Industrials,Ordnance And Accessories
SWIM,Latham Group Inc. Common Stock,Industrials,Plastic Products
SWIN,Solowin Holdings Class A Ordinary Share,Finance,Investment Bankers/Brokers/Service
SWK,Stanley Black & Decker Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
SWKH,SWK Holdings Corporation Common Stock,Finance,Diversified Financial Services
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,,
SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
SWVL,Swvl Holdings Corp Class A Common Shares,Real Estate,Real Estate
SWVLW,Swvl Holdings Corp Warrant,Real Estate,Real Estate
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Utilities,Oil & Gas Production
SWZ,Total Return Securities Fund Common Stock,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,Industrials,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,,
SYK,Stryker Corporation Common Stock,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Semiconductors
SYNX,Silynxcom Ltd. Ordinary Shares,Consumer Staples,Consumer Electronics/Appliances
SYPR,Sypris Solutions Inc. Common Stock,Industrials,Industrial Machinery/Components
SYRE,Spyre Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SYTA,Siyata Mobile Inc. Common Shares,Telecommunications,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,Telecommunications,Telecommunications Equipment
SYY,Sysco Corporation Common Stock,Consumer Discretionary,Food Distributors
SZZL,Sizzle Acquisition Corp. II Class A ordinary shares,Finance,Blank Checks
SZZLR,Sizzle Acquisition Corp. II Right,Finance,Blank Checks
SZZLU,Sizzle Acquisition Corp. II Unit,Finance,Blank Checks
T,AT&T Inc.,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,
TAC,TransAlta Corporation Ordinary Shares,Utilities,Electric Utilities: Central
TACH,Titan Acquisition Corp. Class A Ordinary Shares,,
TACHU,Titan Acquisition Corp. Units,Finance,Blank Checks
TACHW,Titan Acquisition Corp. Warrants,,
TACO,Berto Acquisition Corp. Ordinary Shares,Finance,Blank Checks
TACOU,Berto Acquisition Corp. Unit,Finance,Blank Checks
TACOW,Berto Acquisition Corp. Warrant,Finance,Blank Checks
TACT,TransAct Technologies Incorporated Common Stock,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,Real Estate,Other Consumer Services
TALK,Talkspace Inc. Common Stock,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,Health Care,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,Energy,Oil & Gas Production
TANH,Tantech Holdings Ltd. Common Shares,Industrials,Major Chemicals
TAOP,Taoping Inc. Ordinary Shares ,Technology,Computer Software: Prepackaged Software
TAOX,Tao Synergies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Staples,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,TaskUs Inc. Class A Common Stock,Technology,EDP Services
TATT,TAT Technologies Ltd. Ordinary Shares,Industrials,Aerospace
TAVI,Tavia Acquisition Corp. Ordinary Shares,Finance,Blank Checks
TAVIR,Tavia Acquisition Corp. Right,Finance,Blank Checks
TAYD,Taylor Devices Inc. Common Stock,Industrials,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,Telecommunications,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,Consumer Staples,Food Chains
TBBK,The Bancorp Inc Common Stock,Finance,Major Banks
TBCH,Turtle Beach Corporation Common Stock,Telecommunications,Telecommunications Equipment
TBH,Brag House Holdings Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
TBHC,The Brand House Collective Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
TBI,TrueBlue Inc. Common Stock,Consumer Discretionary,Professional Services
TBLA,Taboola.com Ltd. Ordinary Shares,Technology,Computer Software: Programming Data Processing
TBLAW,Taboola.com Ltd. Warrant,Technology,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,Finance,Investment Managers
TBMC,Trailblazer Merger Corporation I Class A Common Stock,Finance,Blank Checks
TBN,Tamboran Resources Corporation Common stock,Energy,Oil & Gas Production
TBPH,Theravance Biopharma Inc. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,TruBridge Inc. Common Stock,Technology,EDP Services
TC,Token Cat Limited American Depositary Shares,Real Estate,Real Estate
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,Finance,Major Banks
TCBS,Texas Community Bancshares Inc. Common Stock,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,Finance,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
TCMD,Tactile Systems Technology Inc. Common Stock,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,Real Estate,Real Estate
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Tucows Inc. Class A Common Stock,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,Finance,Commercial Banks
TDAC,Translational Development Acquisition Corp. Ordinary Shares,,
TDACW,Translational Development Acquisition Corp. Warrants,,
TDC,Teradata Corporation Common Stock,Technology,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund Inc. Common Stock,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,Industrials,Military/Government/Technical
TDIC,Dreamland Limited Class A Ordinary Shares,Consumer Discretionary,Other Consumer Services
TDOC,Teladoc Health Inc. Common Stock,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,,
TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,Real Estate,Real Estate
